wikidata_qid,imdb_id,tmdb_type,tmdb_id,trakt_type,trakt_id,plex_type,plex_id,appletv_id,rottentomatoes_id,title,year,director,duration,tomatometer
Q908556,tt1499658,movie,51540,movie,36171,movie,5d77688f1999bc0020dc902d,umc.cmc.42nuv6k8tq2xbtwdmbtzssld,m/horrible_bosses,"Horrible Bosses",2011,"Seth Gordon",98,69
Q908690,tt1311067,movie,24150,movie,14507,movie,5d77684d5af944001f1fe67f,umc.cmc.6k3a5o05qydlt4g76l8hbysp3,m/h2_halloween_2,"Halloween II",2009,"Rob Zombie",105,21
Q909394,tt0113972,movie,2086,movie,1435,movie,5d9f34ede4fc29001eb64575,umc.cmc.6qtx9krb4lo2bi04x0c4tbvcn,m/nick_of_time,"Nick of Time",1995,"John Badham",85,32
Q909445,tt1723811,movie,76025,movie,56109,movie,5d7768ba1999bc0020dcf4cd,umc.cmc.xilchi2k49g9w8sikspjdwqz,m/shame_2011,Shame,2011,"Steve McQueen",100,79
Q909767,tt0457510,movie,9353,movie,4645,movie,5d9f34f7ca3253001ef27383,umc.cmc.21nmv04f0lvrd0icofkl8wljw,m/nacho_libre,"Nacho Libre",2006,"Jared Hess",92,40
Q909802,tt0330793,movie,7220,movie,3843,movie,5d7768316f4521001ea9b4ba,umc.cmc.2omaxuk6hac68ddfnsddx0s39,m/1131721-punisher,"The Punisher",2004,"Jonathan Hensleigh",124,29
Q911128,tt0452598,movie,9641,movie,4917,movie,5d7768332e80df001ebde08a,umc.cmc.fd9q3hncy54sqejwah4yt8nr,m/cheaper_by_the_dozen_2,"Cheaper by the Dozen 2",2005,"Adam Shankman",94,6
Q911520,tt0889573,movie,41210,movie,27220,movie,5d7768751999bc0020dc55de,umc.cmc.5rdfbv7nya9717xrbtloy8mj7,m/the_switch_2010,"The Switch",2010,,101,52
Q912877,tt0401445,movie,9726,movie,4995,movie,5d776833103a2d001f567454,umc.cmc.6psojimwneeqncxkiqr2do0ot,m/good_year,"A Good Year",2006,"Ridley Scott",118,25
Q913324,tt0110322,movie,4476,movie,2624,movie,5d77682ef59e580021897cfb,umc.cmc.78qrlsj4qds45my7e6t3d3d00,m/legends_of_the_fall,"Legends of the Fall",1994,"Edward Zwick",128,58
Q913439,tt0393109,movie,9270,movie,4570,movie,5d77683361141d001fb150f4,umc.cmc.184ebh194qyd2t2rkpf24qbaz,m/brick,Brick,2005,"Rian Johnson",110,80
Q913440,tt0243133,movie,10778,movie,5939,movie,5d9f34fb6fc551001ef7fc91,umc.cmc.76i5nse4v6pwkmutarnml0uis,m/man_who_wasnt_there,"The Man Who Wasn't There",2001,"Coen brothers",116,81
Q913965,tt0273923,movie,11857,movie,6880,movie,5d9f3500dfd128002089fcc8,umc.cmc.348bmmzbpk2dicqdzyp1ji3ds,m/orange_county,"Orange County",2002,"Jake Kasdan",79,46
Q914247,tt0118928,movie,9619,movie,4895,movie,5d7768332ec6b5001f6bb968,umc.cmc.2r58y1ohmoj49j0rtlgxrk7q8,m/dantes_peak,"Dante's Peak",1997,"Roger Donaldson",105,26
Q917254,tt0977855,movie,38363,movie,24770,movie,5d77686d61141d001fb1a915,umc.cmc.66804m8npi1w7ps37s15sf2lo,m/fair-game-2010,"Fair Game",2010,"Doug Liman",105,79
Q917312,tt0162650,movie,479,movie,377,movie,5d776d16594b2b001e70116b,umc.cmc.2nl2hpl2h857hviyvrhvke9p8,m/1098038-shaft,Shaft,2000,"John Singleton",95,67
Q918367,tt0095647,movie,1632,movie,1078,movie,5d7768294de0ee001fcc9262,umc.cmc.2ip1aec0kraclwpkyxzjzj6ia,m/mississippi_burning,"Mississippi Burning",1988,"Alan Parker",127,84
Q918380,tt0119738,movie,8874,movie,4358,movie,5d9f34f69dd5f4001e842725,umc.cmc.3slt1wnmsaq011zbdnnt7wvs1,m/my_best_friends_wedding,"My Best Friend's Wedding",1997,"P. J. Hogan",105,73
Q918769,tt0477302,movie,64685,movie,46731,movie,5d7768a66f6af7001ee59ba9,umc.cmc.7ck76fzenga2xp6cq206kc8bv,m/extremely_loud_and_incredibly_close,"Extremely Loud and Incredibly Close",2011,"Stephen Daldry",129,45
Q919135,tt0460740,movie,12225,movie,7128,movie,5d776838961905001eb94a6d,umc.cmc.4gky58in846xbohku2symk5n2,m/cashback,Cashback,2004,"Sean Ellis",102,48
Q919363,tt0351977,movie,11358,movie,6454,movie,5d7768365af944001f1fa414,umc.cmc.kab0nlcvs6nm2ldcmxysoq37,m/walking_tall,"Walking Tall",2004,"Kevin Bray",82,26
Q919649,tt2310332,movie,122917,movie,84900,movie,5d77697d47dd6e001f6c6178,umc.cmc.75r81cmpvfyfmylysshch0mef,m/the_hobbit_the_battle_of_the_five_armies,"The Hobbit: The Battle of the Five Armies",2014,"Peter Jackson",144,59
Q921985,tt0970866,movie,39451,movie,25645,movie,5d776871fb0d55001f5102cc,umc.cmc.3pv0j0qsyo4pb5rz2e0yv8zu6,m/little_fockers,"Little Fockers",2010,"Paul Weitz",98,9
Q922402,tt0164334,movie,2043,movie,1401,movie,5d77682a151a60001f24b624,umc.cmc.loijjfbazotsuybz7g7k8ffn,m/along_came_a_spider,"Along Came a Spider",2001,"Lee Tamahori",104,32
Q922512,tt0107659,movie,9644,movie,4920,movie,5d7768338718ba001e31411b,umc.cmc.3okx7a4n9joqgs9ugwd7b6si4,m/national_lampoons_loaded_weapon_1,"Loaded Weapon 1",1993,"Gene Quintano",84,21
Q923343,tt0449089,movie,9530,movie,4808,movie,5d9f34f89dd5f4001e84293c,umc.cmc.2vk6uwhi6rsb7i7gorfuc2z85,m/rv,RV,2006,"Barry Sonnenfeld",99,24
Q923925,tt0104797,movie,1883,movie,1259,movie,5d77682a151a60001f24b417,umc.cmc.4tvd4yh39kjpqi67uyd8jvl2i,m/1042135-malcolm_x,"Malcolm X",1992,"Spike Lee",201,89
Q925072,tt1231587,movie,23048,movie,13968,movie,5d77684a7228e5001f1e1598,umc.cmc.5hsrqgqkf2fe68ccaqm89r2jr,m/hot_tub_time_machine,"Hot Tub Time Machine",2010,"Steve Pink",101,63
Q925384,tt0253556,movie,6278,movie,3562,movie,5d776830f59e58002189813a,umc.cmc.360rgo6qp26nf2zyiplmjqqyi,m/reign_of_fire,"Reign of Fire",2002,"Rob Bowman",98,42
Q926309,tt0889583,movie,18480,movie,11320,movie,5d7768427228e5001f1e080d,umc.cmc.5vse5iby8shpym3j48e75qpzg,m/bruno,"Brüno",2009,"Larry Charles",81,67
Q926789,tt0805564,movie,6615,movie,3703,movie,5d9f34f4b0262f001f6e8d3f,umc.cmc.6tlajywemzkolmqu6i7fzd0yb,m/1175569-lars_and_the_real_girl,"Lars and the Real Girl",2007,"Craig Gillespie",106,81
Q927826,tt1334260,movie,42188,movie,28091,movie,5d776878f59e58002189dfce,umc.cmc.e12xk2wsh7cv840gnxuz8f3h,m/never_let_me_go_2010,"Never Let Me Go",2010,"Mark Romanek",103,71
Q927949,tt1172570,movie,18533,movie,11360,movie,5d776842eb5d26001f1e3b20,umc.cmc.b9crbinsk2xrtr2rp979hmwh,m/bronson,Bronson,2008,"Nicolas Winding Refn",92,76
Q928019,tt0378194,movie,393,movie,313,movie,5d776825103a2d001f563e45,umc.cmc.659e0ayjnp4136jil08gl0xex,m/kill_bill_volume_2,"Kill Bill Volume 2",2004,"Quentin Tarantino",131,84
Q930430,tt0457433,movie,7183,movie,3831,movie,5d776d08594b2b001e6ffb10,umc.cmc.5vppkpxxbredkxoi06t16ptln,m/1171939-perfect_stranger,"Perfect Stranger",2007,"James Foley",109,10
Q930887,tt0120434,movie,11419,movie,6514,movie,5d9f34feca3253001ef27843,umc.cmc.4863dnsp596ecf7a3g0lx9zz2,m/vegas_vacation,"Vegas Vacation",1997,"Stephen Kessler",93,13
Q931158,tt0427470,movie,8270,movie,4094,movie,5d776831151a60001f24cf9b,umc.cmc.32o2ntnjxc3vvvfbig7w7k0eq,m/lookout,"The Lookout",2007,"Scott Frank",99,87
Q931165,tt0112697,movie,9603,movie,4879,movie,5d9f34f8d74e67002001fdb4,umc.cmc.65fz9a9ilhwcb3jh08qyi0nqh,m/clueless,Clueless,1995,"Amy Heckerling",97,81
Q932693,tt1032825,movie,52505,movie,36985,movie,5d9f3587dfd12800208a1b69,umc.cmc.4ad97vfm0e99enlv5f0ex2gzv,m/the_other_woman_2011,"The Other Woman",2009,"Don Roos",119,39
Q933798,tt0242423,movie,8859,movie,4347,movie,5d776832f59e5800218984ac,umc.cmc.3rllsfxfkwdoegrpkvgauhc40,m/dude_wheres_my_car,"Dude, Where's My Car?",2000,"Danny Leiner",80,17
Q934739,tt1599348,movie,59961,movie,42891,movie,5d77689f96b655001fdbd2fc,umc.cmc.5ukjqcczcddoss3xeqinjji09,m/safe_house_2012,"Safe House",2012,"Daniel Espinosa",115,53
Q935105,tt0265666,movie,9428,movie,4717,movie,5d776832103a2d001f567115,umc.cmc.65yeakwroumrkncyvtxumnyem,m/the_royal_tenenbaums,"The Royal Tenenbaums",2001,"Wes Anderson",108,81
Q936302,tt0267913,movie,9637,movie,4913,movie,5d7768333c3c2a001fbcdc89,umc.cmc.2nhm2ryne0kgopjp0tljsejdy,m/1112357-scoobydoo,Scooby-Doo,2002,"Raja Gosnell",83,30
Q936327,tt0067992,movie,252,movie,210,movie,5d776824961905001eb908e6,umc.cmc.33jugzmtwhfbl45dd3eui946o,m/willy_wonka_and_the_chocolate_factory,"Willy Wonka & the Chocolate Factory",1971,"Mel Stuart",100,91
Q936576,tt0117218,movie,9327,movie,4624,movie,5d7768334de0ee001fccaf4b,umc.cmc.6nqsspsvkl1hgngx73m4j2dpq,m/the_nutty_professor_1996,"The Nutty Professor",1996,"Tom Shadyac",91,64
Q936808,tt0371257,movie,8066,movie,4033,movie,5d776d197a53e9001e751028,umc.cmc.21nzk05ban38i3dpour5bb6uh,m/stay,Stay,2005,"Marc Forster",99,27
Q937087,tt0101761,movie,10537,movie,5715,movie,5d7768357228e5001f1de710,umc.cmc.2r160chcx6teziflt9wc8426t,m/doors,"The Doors",1991,"Oliver Stone",140,57
Q937762,tt0138704,movie,473,movie,374,,,umc.cmc.1xra95zhco2ofp5dj49xa4n69,m/pi,Pi,1998,"Darren Aronofsky",84,88
Q939176,tt0106519,movie,6075,movie,3470,movie,5d776830f59e58002189812e,umc.cmc.62rh3xyt94tdgp71l59dh6fyg,m/carlitos_way,"Carlito's Way",1993,"Brian De Palma",145,82
Q939325,tt0327679,movie,14442,movie,8686,movie,5d77683bf54112001f5be47a,umc.cmc.2r6rl967jbcqyh2u69ey5jw3x,m/ella_enchanted,"Ella Enchanted",2004,"Tommy O'Haver",96,50
Q940275,tt0190524,movie,37302,movie,23850,movie,5d77686a2e80df001ebe3730,umc.cmc.1xzgwczn01ync7gvwwd89p643,m/left_behind_the_movie,"Left Behind: The Movie",2000,"Vic Sarin",96,16
Q942958,tt0402894,movie,9681,movie,4953,movie,5d7768338718ba001e31411c,umc.cmc.5xh0jopv2pn3ruexk1tf1mdkz,m/1156246-casanova,Casanova,2005,"Lasse Hallström",108,44
Q943192,tt0032455,movie,756,movie,599,movie,5d7768282e80df001ebdceb8,umc.cmc.36cr7afaq8tjqk2aumi75doba,m/fantasia,Fantasia,1940,,120,95
Q943338,tt0386588,movie,8488,movie,4225,movie,5d77683161141d001fb14bf9,umc.cmc.2wbu119rq00igwfp7mypm7mv8,m/hitch,Hitch,2005,"Andy Tennant",118,69
Q945074,tt0078841,movie,10322,movie,5523,movie,5d7768347228e5001f1de688,umc.cmc.78icze5b4yx96fwfjs0fxjlbo,m/being_there,"Being There",1979,"Hal Ashby",130,95
Q945685,tt0199753,movie,8870,movie,4354,movie,5d776832e6d55c002040c62f,umc.cmc.799gyrax2ux0955kmp0uhv06,m/red_planet,"Red Planet",2000,"Antony Hoffman",106,14
Q947737,tt0386140,movie,1656,movie,1101,movie,5d776829999c64001ec2d13e,umc.cmc.3mbhero3p507xqf1h4qh8iapy,m/legend_of_zorro,"The Legend of Zorro",2005,"Martin Campbell",129,26
Q947885,tt1034032,movie,18501,movie,11334,movie,5d776842961905001eb9687d,umc.cmc.hpd2dbolnsug9e3r72vctntc,m/gamer,Gamer,2009,,95,30
Q948023,tt0071411,movie,9764,movie,5025,movie,5d9f34f868e4c8001fb5ddde,umc.cmc.31t4nojdshusapc9lcz1e35a6,m/dersu_uzala,"Dersu Uzala",1975,"Akira Kurosawa",141,73
Q948635,tt0765010,movie,7445,movie,3906,movie,5d776831999c64001ec2e7f2,umc.cmc.5qifhqdk12xhm8phpuzxbf0yn,m/1213999-brothers,Brothers,2009,"Jim Sheridan",100,64
Q948886,tt0271259,movie,9260,movie,4560,movie,5d776832103a2d001f5670a1,umc.cmc.2itscuc1pi0lsjbnm7aquc8kn,m/welcome_to_collinwood,"Welcome to Collinwood",2002,,86,55
Q949879,tt0319343,movie,10719,movie,5887,movie,5d776835f59e580021898b76,umc.cmc.8or4j9cdl1py7vfj4pk52lmf,m/elf,Elf,2003,"Jon Favreau",97,85
Q951002,tt0808279,movie,8461,movie,4214,movie,5d9f34f6d5fd3f001ee147a8,umc.cmc.g5fbfd0e9f9c1daicxkrbyln,m/1175174-funny_games,"Funny Games U.S.",2007,"Michael Haneke",111,52
Q951071,tt1197624,movie,22803,movie,13852,movie,5d77684a0ea56a001e2a29fd,umc.cmc.1nnw02knhtyp9g2mfoq56jf8j,m/law_abiding_citizen,"Law Abiding Citizen",2009,"F. Gary Gray",,26
Q952125,tt0324127,movie,8080,movie,4047,movie,5d7768314de0ee001fccaa57,umc.cmc.2fet613cs2chgc65qb6azl3z7,m/suspect_zero,"Suspect Zero",2004,,99,18
Q952142,tt0111495,movie,110,movie,79,movie,5d7768243c3c2a001fbca85f,umc.cmc.503y3cu9kbre80e9lcvvp0fg1,m/1058966-red,"Three Colours: Red",1994,"Krzysztof Kieślowski",99,100
Q954949,tt0419294,movie,8053,movie,4020,movie,5d7768314de0ee001fccaa4d,umc.cmc.3fdqgdd29pw5p8dh3nnf9k9ma,m/three_burials_of_melquiades_estrada,"The Three Burials of Melquiades Estrada",2005,"Tommy Lee Jones",117,85
Q955057,tt0961728,movie,14851,movie,8998,,,umc.cmc.576ckt2xa4pehnv7gles8f5n2,m/10009334-the_escapist,"The Escapist",2008,"Rupert Wyatt",99,64
Q956681,tt1389137,movie,74465,movie,54823,movie,5d7768b7decfcd001f2f0ccf,umc.cmc.24gxsde89g6jzl4bs4d6ksm2a,m/we_bought_a_zoo,"We Bought a Zoo",2011,"Cameron Crowe",123,65
Q957894,tt0388419,movie,13673,movie,8097,movie,5d77683aeb5d26001f1e1dc1,umc.cmc.59n0y8td1tswqv94ajm44z3k2,m/christmas_with_the_kranks,"Christmas with the Kranks",2004,"Joe Roth",98,5
Q958257,tt1155056,movie,16538,movie,10177,movie,5d77683f103a2d001f56a25b,umc.cmc.5wjq0wgehl2g5l81xq96dxr3y,m/i_love_you_man,"I Love You, Man",2009,"John Hamburg",105,83
Q959051,tt1175491,movie,10523,movie,5701,,,umc.cmc.4zknk6jjq8kztg96qzmzpqrdz,m/w_2008,W.,2008,"Oliver Stone",129,58
Q960125,tt0077975,movie,8469,movie,4221,movie,5d9f34f606d220001feb3661,umc.cmc.6xu2tdd0sg4kkc6xeiua1sjf7,m/national_lampoons_animal_house,"Animal House",1978,"John Landis",109,90
Q960246,tt0203082,tv,129151,show,81008,show,60f0095649101d002c98d1e9,,,"Rurouni Kenshin: Trust & Betrayal",,,,
Q962809,tt0112461,movie,10474,movie,5657,movie,5d9f34fa9dd5f4001e842d0d,umc.cmc.1ijt0ulc2r4ebusipak0hnss4,m/basketball_diaries,"The Basketball Diaries",1995,"Scott Kalvert",90,45
Q963713,tt0098258,movie,2028,movie,1388,movie,5d77682a4de0ee001fcc95db,umc.cmc.2oxzd2e6creo8okxltwmyjnr1,m/say_anything,"Say Anything...",1989,"Cameron Crowe",96,98
Q964779,tt0252503,movie,11088,movie,6223,movie,5d776d1696b655001fe3f1db,umc.cmc.5h5s96lhmmke5ln0qzsvtozm2,m/1109137-heist,Heist,2001,"David Mamet",109,66
Q964909,tt1540133,movie,67913,movie,49441,movie,5d7768ac96b655001fdbebe9,umc.cmc.cb8adrmdldn8tao6akb06m7s,m/the_guard_2011,"The Guard",2011,"John Michael McDonagh",96,94
Q967018,tt0311289,movie,8326,movie,4123,movie,5d776831880197001ec929d2,umc.cmc.3xfxm6sx6ax30et957pya3wa7,m/holes,Holes,2003,"Andrew Davis",117,78
Q967489,tt0489664,movie,13250,movie,7771,,,umc.cmc.3fp86fbcp2l0yx06a8nx1fc0f,m/shattered,"Butterfly on a Wheel",2007,"Mike Barker",95,
Q969059,tt0375912,movie,4836,movie,2819,movie,5d77682ef59e580021897deb,umc.cmc.3rerhdc5b19unglg2w31t3925,m/layer_cake,"Layer Cake",2004,"Matthew Vaughn",106,80
Q970089,tt0250797,movie,2251,movie,1581,movie,5d77682b54c0f0001f3023ef,umc.cmc.3uwafb0hip6yz1jjkyfi6ttwy,m/unfaithful,Unfaithful,2002,"Adrian Lyne",124,50
Q975358,tt0164181,movie,11601,movie,6678,movie,5d9f34ff9dd5f4001e843183,umc.cmc.4d88t1jdzx6840n7xx08xnszh,m/stir_of_echoes,"Stir of Echoes",1999,"David Koepp",91,68
Q976728,tt0097474,movie,11361,movie,6457,movie,5d77683654c0f0001f303c23,umc.cmc.4igzhykb2olsno5m2wrdulw6m,m/halloween_5_the_revenge_of_michael_myers,"Halloween 5: The Revenge of Michael Myers",1989,"Dominique Othenin-Girard",96,12
Q977750,tt0317648,movie,2023,movie,1384,movie,5d77682a151a60001f24b613,umc.cmc.63j8hv4qg4ueaaegh94bas3y4,m/hidalgo,Hidalgo,2004,"Joe Johnston",131,46
Q978974,tt0104427,movie,10410,movie,5603,movie,5d7768348718ba001e3145d0,umc.cmc.22yi438i6991bjo9z4tzd7fh0,m/hoffa,Hoffa,1992,"Danny DeVito",140,52
Q979196,tt0155975,movie,11252,movie,6374,movie,5d776836999c64001ec2f826,umc.cmc.5zlc2df3ido40fiwp0onpwa8k,m/1084964-psycho,Psycho,1998,"Gus Van Sant",99,39
Q980041,tt0983193,movie,17578,movie,10752,movie,5d776840eb5d26001f1e3615,umc.cmc.16ygupjgy6v6f70dv1vq03b8n,m/the_adventures_of_tintin,"The Adventures of Tintin",2011,"Steven Spielberg",107,74
Q980223,tt0317303,movie,10708,movie,5878,movie,5d7768353c3c2a001fbce4b7,umc.cmc.11n4swlk9wgfoux994d78ijzn,m/daddy_day_care,"Daddy Day Care",2003,"Steve Carr",88,27
Q990840,tt0844286,movie,21755,movie,13300,movie,5d776848880197001ec96fdc,umc.cmc.7777cpfwl54tj3trkilk2skqn,m/brothers_bloom,"The Brothers Bloom",2008,"Rian Johnson",113,68
Q990976,tt0265459,movie,9357,movie,4649,movie,5d776832eb5d26001f1e00ae,umc.cmc.112dbuksn8dg8v6ltu9vm7rj,m/one_hour_photo,"One Hour Photo",2002,"Mark Romanek",92,82
Q991440,tt1456635,movie,74387,movie,54756,movie,5d7768b7d11dd30020229de2,umc.cmc.3dz3fcgxo6l2k90pue1w8x5u8,m/goon,Goon,2011,"Michael Dowse",88,81
Q992042,tt1107860,movie,24271,movie,14593,movie,5d77684d85719b001f3a7dd9,umc.cmc.3lhtl67qnxspo9j3m7475bcen,m/maiden_heist,"The Maiden Heist",2009,"Peter Hewitt",87,
Q992496,tt0159784,movie,10429,movie,5622,movie,5d7768357e9a3c0020c6cb95,umc.cmc.ialcroulq7g4qgl7bw4gergk,m/track_down,Takedown,2000,"Joe Chappelle",92,
Q994248,tt0084917,movie,11307,movie,6406,movie,5d776836eb5d26001f1e0e5e,umc.cmc.6qni2zzsfog8eixp3rcysk3th,m/world_according_to_garp,"The World According to Garp",1982,"George Roy Hill",136,74
Q1002100,tt1046997,movie,12412,movie,7204,movie,5d7768382ec6b5001f6bc65e,umc.cmc.5zwxvsk0e9t904vq9d07ia6ra,m/miracle_at_st_anna,"Miracle at St. Anna",2008,"Spike Lee",160,33
Q1003845,tt0186151,movie,10559,movie,5736,movie,5d776835a091de001f2e7e09,umc.cmc.1gn8eah90zrpdaxatgjpft4qp,m/frequency,Frequency,2000,"Gregory Hoblit",118,70
Q1004440,tt1416801,movie,51209,movie,35906,movie,5d77688e374a5b001fec9003,umc.cmc.4ased5aq8ar4681gq2lv7gj34,m/kill_the_irishman,"Kill the Irishman",2011,"Jonathan Hensleigh",106,62
Q1004531,tt0109348,movie,11382,movie,6478,movie,5d776836103a2d001f5680c4,umc.cmc.5i3zfbmos6pyra2gt5xyijtia,m/bullets_over_broadway,"Bullets Over Broadway",1994,"Woody Allen",98,97
Q1009788,tt0071360,movie,592,movie,470,movie,5d7768273c3c2a001fbcb12e,umc.cmc.62px41nem3ipkv4em81sxyyow,m/the_conversation,"The Conversation",1974,"Francis Ford Coppola",109,96
Q1010099,tt0208988,movie,10461,movie,5645,movie,5d77683554c0f0001f3036f4,umc.cmc.388am1ipml1kivx104zfydr6v,m/1100569-get_carter,"Get Carter",2000,"Stephen Kay",98,11
Q1024664,tt1106860,movie,27004,movie,16516,,,,m/cah,Cash,2010,"Stephen Milburn Anderson",108,
Q1029212,tt1704573,movie,92591,movie,68391,movie,5d9f35e5e4fc29001eb68966,umc.cmc.1wzlbf2ksdx3zzmv7h1lvngyr,m/bernie_2011,Bernie,2011,"Richard Linklater",104,88
Q1033191,tt0452608,movie,10483,movie,5666,movie,5d776d02594b2b001e6ff20e,umc.cmc.787i04ugaz2ywtpuex19itrd5,m/death_race,"Death Race",2008,"Paul W. S. Anderson",105,42
Q1041839,tt0088794,movie,13667,movie,8091,movie,5d9f3504e4fc29001eb657c5,,m/1002213-better_off_dead,"Better Off Dead",1985,"Savage Steve Holland",93,76
Q1043614,tt0986264,movie,7508,movie,3932,,,,m/like_stars_on_earth,"Taare Zameen Par",2007,,165,91
Q1044523,tt0151804,movie,1542,movie,1002,movie,5d776829961905001eb91cf5,umc.cmc.6jlilk9yf1ozlv281w6rnw5pu,m/office_space,"Office Space",1999,"Mike Judge",89,80
Q1046295,tt0247638,movie,9880,movie,5117,movie,5d7768336f4521001ea9bca9,umc.cmc.4goicwaeh2lpo0gn1j7pg90wu,m/princess_diaries,"The Princess Diaries",2001,"Garry Marshall",115,49
Q1047663,tt0094025,movie,10859,movie,6016,movie,5d9f34fcd74e670020020202,umc.cmc.20506ublq3rfmd8no0nxm2qgu,m/1019779-stakeout,Stakeout,1987,"John Badham",116,89
Q1048166,tt0112642,movie,8839,movie,4330,movie,5d77683261141d001fb14df9,umc.cmc.3ovbr2fmtp8ping1x9b9x3ebz,m/casper,Casper,1995,"Brad Silberling",100,51
Q1048846,tt0164184,movie,4614,movie,2715,movie,5d77682e54c0f0001f302aab,umc.cmc.26mlopdbu6i55ut3nwmzfwcyl,m/sum_of_all_fears,"The Sum of All Fears",2002,"Phil Alden Robinson",119,59
Q1048958,tt0164912,movie,10137,movie,5354,movie,5d776834151a60001f24d720,umc.cmc.47szxfss7y9og9z4xrd2rf02u,m/stuart_little,"Stuart Little",1999,"Rob Minkoff",84,67
Q1049139,tt0266987,movie,1535,movie,996,movie,5d77682985719b001f3a14c6,umc.cmc.c7076t6yse97sge98xu744k,m/spy_game,"Spy Game",2001,"Tony Scott",121,66
Q1050528,tt1253864,movie,37958,movie,24422,movie,5d77686c23d5a3001f4ebeb3,umc.cmc.7jifclnjkkux793h28oj2iueb,m/immortals_2011,Immortals,2011,"Tarsem Singh",110,46
Q1050533,tt0065528,movie,10364,movie,5560,movie,5d776834880197001ec9326f,umc.cmc.3aa0ysh94skhq2k212s9oepml,m/catch_22,Catch-22,1970,"Mike Nichols",122,79
Q1050603,tt0348914,tv,1406,show,1397,show,5d9c086c46115600200aa2f2,,tv/deadwood,Deadwood,,,50,
Q1050720,tt1481572,movie,47218,movie,32558,,,umc.cmc.6swoiawpm2325wah0xiohko02,m/happythankyoumoreplease,Happythankyoumoreplease,2010,"Josh Radnor",92,42
Q1050815,tt0120694,movie,11675,movie,6749,movie,5d776837eb5d26001f1e136e,umc.cmc.247vivhw3v2qfxnwsxjrg3mrb,m/halloween_h20_1998,"Halloween H20: 20 Years Later",1998,"Steve Miner",83,52
Q1050838,tt0120907,movie,1946,movie,1317,movie,5d9f34ede4fc29001eb644ac,umc.cmc.3mhe59dh49mqcrif1ra0om8u0,m/existenz,Existenz,1999,"David Cronenberg",97,74
Q1052260,tt1598822,movie,62838,movie,45169,movie,5d7768a323d5a3001f4ef656,umc.cmc.z5e80qb4xntlh0saj80nfgu1,m/new_years_eve_2011,"New Year's Eve",2011,"Garry Marshall",118,7
Q1055299,tt0362120,movie,4257,movie,2504,movie,5d77682deb5d26001f1df18e,umc.cmc.3i1f68k48pn3a77ft62wnqdk,m/scary_movie_4,"Scary Movie 4",2006,"David Zucker",83,35
Q1055332,tt0086066,movie,227,movie,186,movie,5d77682454f42c001f8c24c5,umc.cmc.75uhk2e0nfsgmx33t69tm55ip,m/outsiders,"The Outsiders",1983,"Francis Ford Coppola",87,63
Q1055793,tt0403778,tv,2899,show,2880,show,5d9c0874705e7a001e6ddd39,,,"Long Way Round",2004,,44,
Q1055796,tt0081070,movie,14807,movie,8959,movie,5d9f3514ca3253001ef27ec6,umc.cmc.4g59dx4vkrz4lbotzd21o7b6x,m/the_long_good_friday,"The Long Good Friday",1980,"John Mackenzie",114,97
Q1056853,tt0118694,movie,843,movie,686,movie,5d7768273c3c2a001fbcb522,umc.cmc.85nrk9pyw9t3yvl95oo5440,m/in_the_mood_for_love_2001,"In the Mood for Love",2000,"Wong Kar-wai",98,91
Q1057015,tt1397280,movie,82675,movie,61849,movie,5d7768c90ea56a001e2aa2d8,umc.cmc.4e1cpr5fm1w3lsqkop6xrfjdi,m/taken_2_2012,"Taken 2",2012,"Olivier Megaton",98,22
Q1057264,tt0185371,movie,11377,movie,6473,movie,5d7768367e9a3c0020c6d10d,umc.cmc.5cjxraiy639y7l36y5xih6am1,m/1093881-house_on_haunted_hill,"House on Haunted Hill",1999,"William Malone",89,31
Q1058512,tt0093894,movie,865,movie,708,movie,5d776828999c64001ec2cbbc,umc.cmc.783yh8n1bffdclcgcu9kko7km,m/running_man,"The Running Man",1987,"Paul Michael Glaser",101,66
Q1062533,tt0402910,movie,5289,movie,3062,movie,5d77682e151a60001f24c5da,umc.cmc.3cbendt8tpeoh4o4x0ndm8sqp,m/10006150-chaos,Chaos,2005,"Tony Giglio",106,
Q1062804,tt0353049,tv,713,show,711,show,5d9c081a46115600200a7686,,,"Chappelle's Show",,,,
Q1064530,tt0116705,movie,9279,movie,4579,movie,5d776d1847dd6e001f6f002c,umc.cmc.329bisnjs2zqfs4a57oqqra9o,m/jingle_all_the_way,"Jingle All the Way",1996,"Brian Levant",89,20
Q1064838,tt0356680,movie,9043,movie,4496,movie,5d776832151a60001f24d1f7,umc.cmc.64zlvjywqds677sjlooqaxo7t,m/family_stone,"The Family Stone",2005,"Thomas Bezucha",99,53
Q1065201,tt0119807,movie,11676,movie,6750,movie,5d7768372ec6b5001f6bc375,umc.cmc.1450j9uappgt69ci8x6mn3zp9,m/1077642-nothing_to_lose,"Nothing to Lose",1997,"Steve Oedekerk",98,28
Q1066098,tt1116184,movie,16290,movie,10019,movie,5d77683f6f4521001ea9dc59,umc.cmc.23z45tfs7tlnats2sp4uuks7v,m/jackass_3,"Jackass 3D",2010,"Jeff Tremaine",94,65
Q1067080,tt0096787,movie,11497,movie,6580,movie,5d9f34fe6fc551001ef7ff31,umc.cmc.l6pgrfpecrtoo061nw599ryd,m/all_dogs_go_to_heaven,"All Dogs Go to Heaven",1989,"Don Bluth",85,44
