wikidata_qid,imdb_id,tmdb_type,tmdb_id,trakt_type,trakt_id,plex_type,plex_id,appletv_id,rottentomatoes_id,title,year,director,duration,tomatometer
Q162672,tt0074285,movie,7340,movie,3889,movie,5d776831103a2d001f566a8b,umc.cmc.vhhyrc7hj2kijqr4tyoz6lwl,m/1003625-carrie,Carrie,1976,"Brian De Palma",94,93
Q162729,tt0112573,movie,197,movie,160,movie,5d776824eb5d26001f1dd005,umc.cmc.6lkfj9wyv04km68kr34nv7t0k,m/1065684-braveheart,Braveheart,1995,"Mel Gibson",177,79
Q162997,tt0096257,movie,14285,movie,8577,movie,5d77683b5af944001f1fb638,umc.cmc.1brmttc0c6kbejuwz172xu4k5,m/thin_blue_line,"The Thin Blue Line",1988,"Errol Morris",103,100
Q163038,tt0054215,movie,539,movie,422,movie,5d7768264de0ee001fcc87e0,umc.cmc.4v3c9578iqv2wvizz23izdkx3,m/psycho,Psycho,1960,"Alfred Hitchcock",109,96
Q163549,tt0389557,movie,9075,movie,4524,movie,5d776832999c64001ec2eb7f,umc.cmc.1dmig7dkaqxwtugq7u708y8lo,m/black_book,"Black Book",2006,"Paul Verhoeven",145,76
Q163872,tt0468569,movie,155,movie,120,movie,5d7768247e9a3c0020c6a8f3,umc.cmc.1uf4c3neuc9yxhnjv7t4rd5wa,m/the_dark_knight,"The Dark Knight",2008,"Christopher Nolan",153,94
Q164080,tt1161418,movie,22820,movie,13865,movie,5d77684a2e80df001ebe0dbb,umc.cmc.4wksyiabqzwov38i93bu9n167,m/gentlemen_broncos,"Gentlemen Broncos",2009,"Jared Hess",89,20
Q164103,tt0268978,movie,453,movie,358,movie,5d776826880197001ec905cf,umc.cmc.2iqk0c0jh9ocfk2jtv2yda0k1,m/beautiful_mind,"A Beautiful Mind",2001,"Ron Howard",135,74
Q164804,tt0320691,movie,277,movie,233,movie,5d776d1796b655001fe3f320,umc.cmc.5yl65nc65yh057f97kpp0lsps,m/underworld,Underworld,2003,"Len Wiseman",121,31
Q164963,tt0167261,movie,121,movie,89,movie,5d776824f59e580021897860,umc.cmc.6vre5k3uptb2mrfml73kd9veg,m/the_lord_of_the_rings_the_two_towers,"The Lord of the Rings: The Two Towers",2002,"Peter Jackson",179,95
Q165325,tt0266697,movie,24,movie,19,movie,5d7768257228e5001f1dcccd,umc.cmc.4wuzuc41xoivfyy271n49lcaq,m/kill_bill_vol_1,"Kill Bill Volume 1",2003,"Quentin Tarantino",106,85
Q165392,tt0280707,movie,5279,movie,3058,movie,5d9f34f24441b1001fa0cfd6,umc.cmc.1041ocxpgk7kfwogfrp8xq8nk,m/gosford_park,"Gosford Park",2001,"Robert Altman",137,86
Q165394,tt0310793,movie,1430,movie,959,movie,5d7768296f4521001ea99a20,umc.cmc.6uc3kkk6f84j31nq55efw6ix2,m/bowling_for_columbine,"Bowling for Columbine",2002,"Michael Moore",120,95
Q165651,tt0083922,movie,5961,movie,3409,movie,5d77682f5af944001f1f8a8c,umc.cmc.3dyomwd4md85ydz3k200wryk0,m/fanny_and_alexander,"Fanny and Alexander",1982,"Ingmar Bergman",188,100
Q165699,tt1527186,movie,62215,movie,44682,movie,5d7768a27a53e9001e6d4c1a,umc.cmc.1ybkcrhwf1bu9o6a1ih6ik9wl,m/melancholia_2011,Melancholia,2011,"Lars von Trier",130,80
Q165713,tt0120915,movie,1893,movie,1268,movie,5d77682a961905001eb91f0f,umc.cmc.1x8mput5lh4l0u6vue0hbmhs3,m/star_wars_episode_i_the_phantom_menace,"Star Wars: Episode I – The Phantom Menace",1999,"George Lucas",136,52
Q165817,tt0120815,movie,857,movie,700,movie,5d7768286f4521001ea99311,umc.cmc.42f75umn5z16fkpofphe4re85,m/saving_private_ryan,"Saving Private Ryan",1998,"Steven Spielberg",169,93
Q166262,tt0372784,movie,272,movie,228,movie,5d776cc1ad5437001f7c8420,umc.cmc.3hb1d6tch6co0qrrcbmleflf2,m/batman_begins,"Batman Begins",2005,"Christopher Nolan",140,84
Q166696,tt0765432,movie,6968,movie,3789,movie,5d9f34f4d74e67002001fb15,umc.cmc.149p7apyrly11dl7v0k3nnf41,m/baader_meinhof_complex,"The Baader Meinhof Complex",2008,"Uli Edel",150,85
Q167374,tt0947802,movie,13279,movie,7787,movie,5d776839961905001eb94ff9,umc.cmc.ny90rwqcsood3wkn4gxuxbf3,m/1196215-lakeview_terrace,"Lakeview Terrace",2008,"Neil LaBute",106,44
Q167411,tt0813547,movie,7862,movie,3967,movie,5d9f34f56fc551001ef7f6a6,umc.cmc.4onakuawonjwdkxvb8dqhdagq,m/the_counterfeiters_2007,"The Counterfeiters",2007,"Stefan Ruzowitzky",95,93
Q167437,tt0119395,movie,4824,movie,2813,movie,5d776d16fb0d55001f5972c6,umc.cmc.77gachmfs619tzwbanwqghkbk,m/jackal,"The Jackal",1997,"Michael Caton-Jones",124,23
Q167726,tt0107290,movie,329,movie,276,movie,5d776d187a53e9001e750e7c,umc.cmc.3bp8rj8ab9otj4ug279xhib2f,m/jurassic_park,"Jurassic Park",1993,"Steven Spielberg",123,92
Q168010,tt0120632,movie,795,movie,638,movie,5d776828880197001ec90d42,umc.cmc.2jgofd7rlgeddjj3une653wtd,m/city_of_angels,"City of Angels",1998,"Brad Silberling",114,58
Q168154,tt0064116,movie,335,movie,282,movie,5d7768254de0ee001fcc83a8,umc.cmc.5a0g26lmw5qdwmvzrv2ea6kuk,m/once_upon_a_time_in_the_west,"Once Upon a Time in the West",1968,"Sergio Leone",165,95
Q168821,tt0462338,movie,9903,movie,5137,movie,5d9f34f968e4c8001fb5deba,umc.cmc.2io9podszewtcc3heydyk2rw9,m/1159135-hoax,"The Hoax",2006,"Lasse Hallström",116,86
Q168849,tt0228750,movie,11983,movie,6996,movie,5d7768385af944001f1faa7c,umc.cmc.6rvmfg7vhpbbtmmtdxjfpx2pj,m/proof_of_life,"Proof of Life",2000,"Taylor Hackford",135,39
Q168862,tt0185014,movie,11004,movie,6142,movie,5d7768364de0ee001fccba18,umc.cmc.6t1lvgk9mwbnbk8rj4w78q8pf,m/wonder_boys,"Wonder Boys",2000,"Curtis Hanson",107,81
Q169000,tt0450232,movie,2207,movie,1542,movie,5d77682a3c3c2a001fbcc025,umc.cmc.20hzn679utlwm8bwmkulakwwc,m/16_blocks,"16 Blocks",2006,"Richard Donner",102,56
Q169082,tt0147800,movie,4951,movie,2885,movie,5d77682e103a2d001f5660b1,umc.cmc.167m6we5mayqs83d00rxkeolt,m/10_things_i_hate_about_you,"10 Things I Hate About You",1999,"Gil Junger",97,69
Q169564,tt1692486,movie,72113,movie,52940,movie,5d7768b37a53e9001e6d6a6a,umc.cmc.2hr51imv5xwzdky4esx1ukml5,m/carnage,Carnage,2011,"Roman Polanski",80,70
Q170035,tt0382932,movie,2062,movie,1416,movie,5d77682a8718ba001e3125c2,umc.cmc.2i8p6l6cpu6zxmcpqao7bs147,m/ratatouille,Ratatouille,2007,,111,96
Q170268,tt0993842,movie,50456,movie,35279,movie,5d77688b47dd6e001f6bb61a,umc.cmc.177hbwellqfsytftj1yk35j3l,m/hanna,Hanna,2011,"Joe Wright",111,71
Q170564,tt0103064,movie,280,movie,236,movie,5d7768258718ba001e311845,umc.cmc.1zt8xklrl4a6zim4n4iq2qyp2,m/terminator_2_judgment_day,"Terminator 2: Judgment Day",1991,"James Cameron",137,93
Q171048,tt0114709,movie,862,movie,705,movie,5d776828880197001ec90d44,umc.cmc.qrdx9s4xrk47f4taowt4tx82,m/toy_story,"Toy Story",1995,"John Lasseter",81,100
Q171254,tt1124373,tv,1409,show,1400,show,5d9c086c02391c001f5891d3,,,"Sons of Anarchy",,,45,
Q171453,tt0418279,movie,1858,movie,1237,movie,5d77682a2ec6b5001f6ba928,umc.cmc.3fcj93vxd6o4wdku85sawi7in,m/transformers_the_movie,Transformers,2007,"Michael Bay",143,58
Q171582,tt0331811,movie,9282,movie,4582,movie,5d776d17fb0d55001f59742b,umc.cmc.5c3tsq24k0yzygtkh3xi9wkck,m/1114,11:14,2003,"Greg Marcks",86,92
Q171669,tt0073486,movie,510,movie,402,movie,5d776826961905001eb90fd0,umc.cmc.4hu7kevesky7vaq64ldw3ebvs,m/one_flew_over_the_cuckoos_nest,"One Flew Over the Cuckoo's Nest",1975,"Miloš Forman",133,94
Q171711,tt1408101,movie,54138,movie,38322,movie,5d77689433f255001e85a1c8,umc.cmc.4rkplfpq4y0zbyxr3xolm5kvf,m/star_trek_into_darkness,"Star Trek Into Darkness",2013,"J. J. Abrams",,84
Q171861,tt1655442,movie,74643,movie,54976,movie,5d7768b77a53e9001e6d7363,umc.cmc.3qc8s4ghdybrmxw9157be24o3,m/the_artist,"The Artist",2011,"Michel Hazanavicius",100,95
Q172241,tt0111161,movie,278,movie,234,movie,5d7768248a7581001f12bc77,umc.cmc.459n4f98t82t8ommdoa7ebnny,m/shawshank_redemption,"The Shawshank Redemption",1994,"Frank Darabont",142,91
Q172284,tt0048280,movie,10340,movie,5539,movie,5d77683585719b001f3a3948,umc.cmc.1zb2nq3r3yjbysv69c7nc2sue,m/lady_and_the_tramp,"Lady and the Tramp",1955,,75,93
Q172837,tt0040522,movie,5156,movie,3004,movie,5d77682eeb5d26001f1df535,umc.cmc.1zuougg6zf2xynkcja4nviuxi,m/bicycle_thieves,"Bicycle Thieves",1948,"Vittorio De Sica",90,98
Q172975,tt0407887,movie,1422,movie,952,movie,5d77682985719b001f3a14bd,umc.cmc.6795ameca08rcfnqch2u5vmj8,m/departed,"The Departed",2006,"Martin Scorsese",152,90
Q173955,tt0924129,movie,15577,movie,9483,movie,5d77683d880197001ec9543f,umc.cmc.38c0xiz7pqhix393v5u8xmtiu,m/crossing_over,"Crossing Over",2009,"Wayne Kramer",113,15
Q174153,tt0083131,movie,10890,movie,6046,movie,5d7768354de0ee001fccb955,umc.cmc.288ydfjodz3keplrw67pcr9dg,m/stripes,Stripes,1981,"Ivan Reitman",118,88
Q174284,tt0082971,movie,85,movie,54,movie,5d776824eb5d26001f1dd001,umc.cmc.askk2uyh039pu6ik4h8kv4dn,m/raiders_of_the_lost_ark,"Raiders of the Lost Ark",1981,"Steven Spielberg",115,95
Q174371,tt1542344,movie,44115,movie,29851,movie,5d77687d7e5fa10020bf080d,umc.cmc.5lcdn7u2u92169mx1qywuat6y,m/127_hours,"127 Hours",2010,"Danny Boyle",94,93
Q174385,tt1014759,movie,12155,movie,7070,movie,5d776cf87a53e9001e74d7cc,umc.cmc.eh496dxaoutkuc6kjallwpw9,m/1221547-alice_in_wonderland,"Alice in Wonderland",2010,"Tim Burton",109,51
Q174555,tt0351283,movie,953,movie,792,movie,5d776828961905001eb919e2,umc.cmc.19t7o37dut0ky1m2yleph2a52,m/madagascar,Madagascar,2005,,86,54
Q174683,tt0107808,movie,9559,movie,4837,movie,5d776833f59e580021898865,umc.cmc.5hxeikatji0nqwqu7oazs1zbj,m/perfect_world,"A Perfect World",1993,"Clint Eastwood",138,79
Q174811,tt1049413,movie,14160,movie,8476,movie,5d77683b151a60001f24f132,umc.cmc.7hyl1e1p1ihe8aiij3fzjwwyc,m/up,Up,2009,,96,98
Q175038,tt0114746,movie,63,movie,34,movie,5d776d1647dd6e001f6efd1f,umc.cmc.49nuxpa3uc9ezls951h0ra32r,m/12_monkeys,"12 Monkeys",1995,"Terry Gilliam",131,89
Q176826,tt0455590,movie,1523,movie,994,movie,5d776829961905001eb91cfb,umc.cmc.3ngnwecyi443n7mugqw1pbunp,m/the_last_king_of_scotland,"The Last King of Scotland",2006,"Kevin Macdonald",121,87
Q177374,tt0129387,movie,544,movie,427,movie,5d776826999c64001ec2c52c,umc.cmc.2k3y81ody9wqxl5yzv4xfztrn,m/theres_something_about_mary,"There's Something About Mary",1998,,114,83
Q177922,tt0056592,movie,595,movie,473,movie,5d77682754f42c001f8c290f,umc.cmc.4gv4yhd3qrt6e4vdg7whlq3n4,m/to_kill_a_mockingbird,"To Kill a Mockingbird",1962,"Robert Mulligan",129,93
Q177930,tt0120660,movie,9798,movie,5057,movie,5d7768332ec6b5001f6bb9a6,umc.cmc.6j3uy79soum6r9ttd91f8nsa9,m/enemy_of_the_state,"Enemy of the State",1998,"Tony Scott",132,72
Q178966,tt1058017,movie,23082,movie,13983,movie,5d77684a103a2d001f56c369,umc.cmc.15nklclwdqs83kxgg1xkz3w1z,m/invention_of_lying,"The Invention of Lying",2009,,100,56
Q179215,tt0087469,movie,87,movie,56,movie,5d7768248718ba001e3115f2,umc.cmc.70ynzq7gw8xjusasgf874liwd,m/indiana_jones_and_the_temple_of_doom,"Indiana Jones and the Temple of Doom",1984,"Steven Spielberg",114,84
Q179460,tt0257360,movie,2755,movie,1839,movie,5d9f34efca3253001ef26fbb,umc.cmc.41guzmy59c1veiv5v8k4noum5,m/about_schmidt,"About Schmidt",2002,"Alexander Payne",125,85
Q179503,tt1080016,movie,8355,movie,4146,movie,5d776831f59e5800218983ce,umc.cmc.32ispn2t57gh5i3er82ho7bku,m/1194515-ice_age_dawn_of_the_dinosaurs,"Ice Age: Dawn of the Dinosaurs",2009,,94,46
Q179673,tt0101414,movie,10020,movie,5245,movie,5d776d19fb0d55001f597b0b,umc.cmc.4m0m5cwqgetm1xtoyncr9m7d4,m/beauty_and_the_beast_1991,"Beauty and the Beast",1991,,84,94
Q179798,tt0107302,movie,10909,movie,6062,movie,5d77683661141d001fb15944,umc.cmc.3w2oky7gypwqe65zrbw70odnk,m/kalifornia,Kalifornia,1993,"Dominic Sena",114,59
Q180098,tt0052618,movie,665,movie,539,movie,5d7768287e9a3c0020c6ad1f,umc.cmc.523sgjwmhal494z5qfp0xz51g,m/benhur,Ben-Hur,1959,"William Wyler",222,86
Q180214,tt0947798,movie,44214,movie,29936,movie,5d77687d33f255001e857fdb,umc.cmc.67mi56415287aw239l9tpo8do,m/black_swan_2010,"Black Swan",2010,"Darren Aronofsky",108,85
Q180279,tt0086006,movie,36670,movie,23310,movie,5d776868594b2b001e68b2ac,umc.cmc.sj15hj1thtal8sp6jtmrs0f,m/never_say_never_again,"Never Say Never Again",1983,"Irvin Kershner",128,70
Q180337,tt0421238,movie,16608,movie,10205,movie,5d77683f6f4521001ea9dd7f,umc.cmc.60tjsoz5u9bitxoinw26w42mu,m/proposition,"The Proposition",2005,"John Hillcoat",99,85
Q180395,tt0179626,movie,2749,movie,1833,movie,5d77682c54c0f0001f3024d8,umc.cmc.2mmsyhxhvdaqharygj2f73vge,m/15_minutes,"15 Minutes",2001,"John Herzfeld",120,32
Q180405,tt0488120,movie,6145,movie,3498,movie,5d776830e6d55c002040c366,umc.cmc.6o5lwnb7ubdutwfdcnpelbjjv,m/fracture,Fracture,2007,"Gregory Hoblit",112,71
Q180706,tt0462504,movie,9952,movie,5182,movie,5d776833151a60001f24d640,umc.cmc.4mphpcw12p4k3qw2oerh7f17g,m/rescue_dawn,"Rescue Dawn",2006,"Werner Herzog",126,90
Q181069,tt0121765,movie,1894,movie,1269,movie,5d77682a961905001eb91f40,umc.cmc.27tj6w4r4fpeziazh0cyza2bq,m/star_wars_episode_ii_attack_of_the_clones,"Star Wars: Episode II – Attack of the Clones",2002,"George Lucas",142,65
Q181086,tt0066921,movie,185,movie,149,movie,5d776824961905001eb908e0,umc.cmc.3ldbiqqnpx3d6bd8eknxioyaf,m/clockwork_orange,"A Clockwork Orange",1971,"Stanley Kubrick",136,87
Q181540,tt0830515,movie,10764,movie,5927,movie,5d776835880197001ec9361b,umc.cmc.4u3r6twwctjybrrelts1fi5if,m/quantum_of_solace,"Quantum of Solace",2008,"Marc Forster",106,64
Q181555,tt0097123,movie,11562,movie,6642,movie,5d9f34ffe4fc29001eb652c0,,m/crimes_and_misdemeanors,"Crimes and Misdemeanors",1989,"Woody Allen",100,94
Q181795,tt0080684,movie,1891,movie,1266,movie,5d77682a880197001ec91562,umc.cmc.3vabzkcmuoxxm3r3ng9q4rgh9,m/star_wars_the_empire_strikes_back,"Star Wars: Episode V – The Empire Strikes Back",1980,"Irvin Kershner",124,94
Q181803,tt0086190,movie,1892,movie,1267,movie,5d77682a61141d001fb13a40,umc.cmc.3ggalukb7xb5pf1gfgdlwkcx,m/star_wars_episode_vi_return_of_the_jedi,"Star Wars: Episode VI – Return of the Jedi",1983,"Richard Marquand",134,82
Q181943,tt0043208,tv,2730,show,2712,show,5d9c08717b5c2e001e65c17d,,,"I Love Lucy",,"Desi Arnaz",24,
Q182153,tt0317219,movie,920,movie,762,movie,5d7768285af944001f1f7091,umc.cmc.6tkcbec7pfpemkufvlqkyxxyu,m/cars,Cars,2006,,116,74
Q182212,tt0413300,movie,559,movie,440,movie,5d7768264de0ee001fcc87e6,umc.cmc.6b5zczyf59sfnocdpbah8ve7t,m/spiderman_3,"Spider-Man 3",2007,"Sam Raimi",,63
Q182218,tt0848228,movie,24428,movie,14701,movie,5d77684d61141d001fb181b9,umc.cmc.7i757ymuvffa02onn3uva0emx,m/marvels_the_avengers,"The Avengers",2012,"Joss Whedon",142,91
Q182254,tt0462538,movie,35,movie,28,movie,5d7768247e9a3c0020c6a8f0,umc.cmc.4vj36o9vty1w21p5yzj43zmf9,m/simpsons_movie,"The Simpsons Movie",2007,"David Silverman",,87
Q182373,tt0367882,movie,217,movie,176,movie,5d776824880197001ec901a8,umc.cmc.5tmgect0czh71a22l6banfxz5,m/indiana_jones_and_the_kingdom_of_the_crystal_skull,"Indiana Jones and the Kingdom of the Crystal Skull",2008,"Steven Spielberg",123,78
Q182692,tt0078788,movie,28,movie,23,movie,5d77682454c0f0001f301a45,umc.cmc.34p6g8esi62ncametagl3s7ao,m/apocalypse_now,"Apocalypse Now",1979,"Francis Ford Coppola",153,98
Q182944,tt0138097,movie,1934,movie,1305,movie,5d77682a5af944001f1f770d,umc.cmc.4gc2xvvoi9mm7fkay3r0k4t9i,m/shakespeare_in_love,"Shakespeare in Love",1998,"John Madden",123,92
Q183063,tt0167404,movie,745,movie,590,movie,5d7768274de0ee001fcc8cc3,umc.cmc.2j3fje2s0rh78ius1k1kil5tr,m/sixth_sense,"The Sixth Sense",1999,"M. Night Shyamalan",107,86
Q183066,tt0887912,movie,12162,movie,7077,movie,5d7768387e9a3c0020c6d5e6,umc.cmc.6najrut5gmpwewajtuzo2v7m,m/the_hurt_locker,"The Hurt Locker",2008,"Kathryn Bigelow",131,97
Q183081,tt0477348,movie,6977,movie,3798,movie,5d7768313c3c2a001fbcd1f9,umc.cmc.1nrcu9h8nypvl4v3bxohft1j5,m/no_country_for_old_men,"No Country for Old Men",2007,,122,93
Q183239,tt0421715,movie,4922,movie,2857,movie,5d77682e6f4521001ea9abd3,umc.cmc.4jcjrdz0t7b6fqwp8qhkb2i9l,m/curious_case_of_benjamin_button,"The Curious Case of Benjamin Button",2008,"David Fincher",166,71
Q183555,tt1298650,movie,1865,movie,1244,movie,5d77682a961905001eb91d05,umc.cmc.129m5yvtfnfxv2syud88styqv,m/pirates_of_the_caribbean_on_stranger_tides,"Pirates of the Caribbean: On Stranger Tides",2011,"Rob Marshall",136,33
Q184255,tt0405159,movie,70,movie,41,movie,5d776824151a60001f24a299,umc.cmc.1mp6b5716rfrurx4pck0pmqkn,m/million_dollar_baby,"Million Dollar Baby",2004,"Clint Eastwood",132,90
Q184605,tt1190080,movie,14161,movie,8477,movie,5d77683bf59e580021899679,umc.cmc.2wq140jo9jd1ut59m0cfukrit,m/2012,2012,2009,"Roland Emmerich",158,39
Q184701,tt0065421,movie,10112,movie,5329,movie,5d7768348718ba001e3143b2,umc.cmc.3nlkltnjijzvaos99xv2r27yd,m/aristocats,"The Aristocats",1970,"Wolfgang Reitherman",78,64
Q184768,tt0071562,movie,240,movie,198,movie,5d776824961905001eb908e2,umc.cmc.3jyv977h8msmkkuz4r1u29lel,m/godfather_part_ii,"The Godfather Part II",1974,"Francis Ford Coppola",202,96
Q184843,tt0083658,movie,78,movie,48,movie,5d7768245af944001f1f6282,umc.cmc.31vu3b779lzce3c40rprt9qxx,m/blade_runner,"Blade Runner",1982,"Ridley Scott",112,90
Q185248,tt0095031,movie,10141,movie,5358,movie,5d7768342e80df001ebde2e6,umc.cmc.45y8wp7alxyirqybit8jowsfe,m/dirty_rotten_scoundrels,"Dirty Rotten Scoundrels",1988,"Frank Oz",110,88
Q185490,tt1212419,movie,44603,movie,30291,movie,5d77687e6f4521001eaa96a9,umc.cmc.4m0x5ryzn6s0ujymvybe4e9ks,m/hereafter,Hereafter,2010,"Clint Eastwood",129,47
Q185658,tt0097576,movie,89,movie,58,movie,5d7768247e9a3c0020c6a8ee,umc.cmc.38jpsigo8blaihrqu8h445cld,m/indiana_jones_and_the_last_crusade,"Indiana Jones and the Last Crusade",1989,"Steven Spielberg",122,88
Q185764,tt1674784,movie,70578,movie,51688,movie,5d9f35b16fc551001ef82869,umc.cmc.18vtw0okogk9xhttqe7e8n05x,m/trespass_2011,Trespass,2011,"Joel Schumacher",91,11
Q185888,tt1285016,movie,37799,movie,24279,movie,5d77686ceb5d26001f1eabb9,umc.cmc.36jj4rzu3eh9jk7uhicvr4vhb,m/the-social-network,"The Social Network",2010,"David Fincher",121,96
Q186323,tt0443453,movie,496,movie,389,movie,5d776826961905001eb90fd1,umc.cmc.77y3nh5a0spyce0i55yh433p,m/borat,Borat,2006,"Larry Charles",84,91
Q186341,tt0081505,movie,694,movie,566,movie,5d7768287e9a3c0020c6ad28,umc.cmc.be3gn94hs3l9fjvg34ex9sy1,m/shining,"The Shining",1980,"Stanley Kubrick",144,84
Q186572,tt0119698,movie,128,movie,96,movie,5d7768246f4521001ea988b4,umc.cmc.5sqttudjos4b07rysh0mlc0fl,m/princess_mononoke_1999,"Princess Mononoke",1996,"Hayao Miyazaki",128,93
Q186587,tt0332452,movie,652,movie,527,movie,5d7768276f4521001ea98f76,umc.cmc.7bm2k5rpbstbpoqknatgrp9ct,m/troy,Troy,2004,"Wolfgang Petersen",,54
Q186799,tt0798817,movie,44982,movie,30604,movie,5d77687fdecfcd001f2eac15,umc.cmc.1w56069fgd0m9qnrsuidxwh76,m/13-2010,13,2010,"Géla Babluani",87,8
Q186864,tt0245674,movie,9378,movie,4668,,,umc.cmc.4onze76aimw5rkilg4wlrpz6e,m/thirteen_ghosts,"Thirteen Ghosts",2001,"Steve Beck",92,17
Q187154,tt0970416,movie,10200,movie,5413,movie,5d776834151a60001f24d934,umc.cmc.781flzwhke1hpb7ezqv3la0pp,m/day_the_earth_stood_still,"The Day the Earth Stood Still",2008,"Scott Derrickson",103,20
Q187266,tt0120363,movie,863,movie,706,movie,5d77682885719b001f3a124d,umc.cmc.26fwluo98zc2e2d9i595455t2,m/toy_story_2,"Toy Story 2",1999,,92,100
Q187278,tt0435761,movie,10193,movie,5407,movie,5d77683454f42c001f8c435e,umc.cmc.5eyei47zjeao0u3wdwn5lv93c,m/toy_story_3,"Toy Story 3",2010,"Lee Unkrich",103,98
Q187414,tt0114857,movie,9271,movie,4571,movie,5d9f34f706d220001feb38dd,umc.cmc.52lzl2b5bp3gmnc5wxny7ygcx,m/virtuosity,Virtuosity,1995,"Brett Leonard",102,32
Q187726,tt0198781,movie,585,movie,464,movie,5d776826151a60001f24a9cf,umc.cmc.3ilsdzy6ghi4adtg3tnwf6jcb,m/monsters_inc,"Monsters, Inc.",2001,,92,96
Q188000,tt0375679,movie,1640,movie,1085,movie,5d776829103a2d001f564e82,umc.cmc.l1f4xdlw29bm0taazy1cn1fp,m/1144992-crash,Crash,2004,"Paul Haggis",,74
Q188159,tt1571222,movie,48231,movie,33369,movie,5d776886decfcd001f2eb722,umc.cmc.5cuudy5yfuraap75j76wanqfa,m/a_dangerous_method,"A Dangerous Method",2011,"David Cronenberg",99,78
Q188652,tt0075148,movie,1366,movie,905,movie,5d7768292e80df001ebdd261,umc.cmc.s32qp1txtrpzqz861on1fjot,m/1017776-rocky,Rocky,1976,"John G. Avildsen",119,93
Q188718,tt0050212,movie,826,movie,669,movie,5d7768273c3c2a001fbcb51f,umc.cmc.2dszbwan9s01w76tzhzvjubk7,m/bridge_on_the_river_kwai,"The Bridge on the River Kwai",1957,"David Lean",156,95
Q188845,tt0095953,movie,380,movie,304,movie,5d7768255af944001f1f65a5,umc.cmc.60tlefmlnwzxo1epq9ropxi1w,m/rain_man,"Rain Man",1988,"Barry Levinson",128,89
Q189054,tt0103776,movie,364,movie,300,movie,5d776825999c64001ec2c22f,umc.cmc.zebdhe8v15m7ey865c0kmgf1,m/batman_returns,"Batman Returns",1992,"Tim Burton",126,80
Q189330,tt1345836,movie,49026,movie,34073,movie,5d7768883ab0e7001f503bc0,umc.cmc.4chkhft26y3bhfxrtfjemtp2c,m/the_dark_knight_rises,"The Dark Knight Rises",2012,"Christopher Nolan",164,87
Q189350,tt0496424,tv,4608,show,4584,show,5d9c086fffd9ef001e994da8,umc.cmc.31dfio7kfl6ddrjnfk2r2i2rm,tv/30_rock,"30 Rock",,,21,
Q189505,tt0073195,movie,578,movie,457,movie,5d7768264de0ee001fcc87e8,umc.cmc.2bz6csnv519zyivpg4qb9cgbn,m/jaws,Jaws,1975,"Steven Spielberg",124,98
Q189540,tt0047478,movie,346,movie,293,movie,5d7768254de0ee001fcc83a9,umc.cmc.3j1e4hzd95tf9vtnjot79gwbp,m/seven_samurai_1956,"Seven Samurai",1954,"Akira Kurosawa",207,100
Q189600,tt0234215,movie,604,movie,482,movie,5d776827a091de001f2e62c9,umc.cmc.5b3qv27alugfj95rrag186slh,m/matrix_reloaded,"The Matrix Reloaded",2003,"The Wachowskis",138,73
Q189875,tt0043274,movie,12092,movie,7010,movie,5d7768376f4521001ea9c9ad,umc.cmc.60xt9qc8qcbh9vooo01ln8jtz,m/1029112-alice_in_wonderland,"Alice in Wonderland",1951,,75,81
Q189889,tt0299658,movie,1574,movie,1031,movie,5d776829eb5d26001f1de1d2,umc.cmc.4r0yvcn4od2v6yqt4ka6041eu,m/chicago,Chicago,2002,"Rob Marshall",113,86
Q190050,tt0137523,movie,550,movie,432,movie,5d7768265af944001f1f6976,umc.cmc.70dbl3043tb6ealg0u12k1pih,m/fight_club,"Fight Club",1999,"David Fincher",139,79
Q190086,tt0053291,movie,239,movie,197,movie,5d776824eb5d26001f1dd002,umc.cmc.6qxikznwhazec02ha81hmtexn,m/some_like_it_hot,"Some Like It Hot",1959,"Billy Wilder",120,94
Q190135,tt0097757,movie,10144,movie,5360,movie,5d776834151a60001f24d71f,umc.cmc.44zn5mij4tcnfk95hxexjm5x8,m/the_little_mermaid_1989,"The Little Mermaid",1989,,83,93
Q190145,tt0316654,movie,558,movie,439,movie,5d776827a091de001f2e62cc,umc.cmc.3r7os17fk4uufvf09l35lc9hp,m/spiderman_2,"Spider-Man 2",2004,"Sam Raimi",122,93
Q190525,tt0209144,movie,77,movie,47,movie,5d776d1796b655001fe3f324,umc.cmc.331ztpz088uyhmqcxvkh0d9uy,m/memento,Memento,2000,"Christopher Nolan",113,93
Q190588,tt0314331,movie,508,movie,400,movie,5d776826961905001eb90fd5,umc.cmc.4uh20jmb3nmfzl4pp6fvcc1rd,m/love_actually,"Love Actually",2003,"Richard Curtis",135,64
Q190643,tt0091763,movie,792,movie,635,movie,5d7768275af944001f1f6dc6,umc.cmc.5ecv7yrex9ocne1t2dzpygy8n,m/platoon,Platoon,1986,"Oliver Stone",115,87
Q190908,tt0114369,movie,807,movie,650,,,umc.cmc.22qs2aqmay2k78k4ne4y9br2c,m/seven,Seven,1995,"David Fincher",127,82
Q190910,tt0438097,movie,950,movie,790,movie,5d77682854f42c001f8c2c49,umc.cmc.3plgmlhbsrk7iup0yi6n5piub,m/ice_age_2,"Ice Age: The Meltdown",2006,"Carlos Saldanha",86,57
